	x	y	cluster
227	13.151784	7.632577	8
228	3.628422	3.0926647	10
229	-1.2501084	7.486561	14
230	2.8334687	-1.3077098	62
231	25.214436	11.332128	5
232	8.86616	-0.538746	6
233	25.27883	10.699838	5
234	2.1530452	6.160255	14
235	-5.043272	-8.718472	67
236	8.200988	-3.3249922	6
237	0.33732444	4.6026626	14
238	10.283932	-1.1625192	52
239	2.4122202	6.790626	14
240	11.38479	0.39997342	1
241	0.483392	-16.122015	47
242	-10.027603	10.007341	38
243	8.391267	-16.782051	51
244	9.915813	0.71754557	2
245	7.988142	-17.185238	51
246	8.270212	-16.903334	51
247	-10.411076	10.001858	38
248	-7.523537	8.209957	46
249	3.9845433	-1.7358462	62
250	0.39896268	-0.8395426	32
251	4.4815145	4.620475	14
252	0.57521254	-16.212086	47
253	-4.9301696	-8.471648	67
254	0.56800294	1.4049212	10
255	6.961789	8.858384	17
256	18.85421	6.328844	30
257	4.71569	8.680444	17
258	7.200517	12.593103	5
259	7.142907	12.706694	5
260	6.837293	12.433689	5
261	6.1433372	10.235727	17
262	-1.1839114	7.6442575	20
263	4.0466213	8.711923	17
264	7.113432	12.61803	5
265	24.580513	11.334722	5
266	6.5093293	4.034124	29
267	3.6433642	3.3869042	32
268	12.332887	6.138266	8
269	6.359371	7.3069634	33
270	24.905256	11.463302	5
271	2.0858052	2.5712929	12
272	-6.8039536	0.014308907	42
273	-5.053066	-17.191893	47
274	-7.6217003	8.31853	46
275	1.8117118	1.9029462	12
276	-0.37285975	-0.5194626	32
277	12.747374	6.397188	8
278	-7.8976126	8.591581	46
279	3.4886084	-7.5121937	19
280	18.554121	-9.559104	17
281	11.925574	1.227015	6
282	-3.802706	-4.3965273	60
283	6.501304	4.996882	33
284	14.37508	4.5721517	15
285	3.0252347	12.591324	55
286	-5.142744	-7.704344	67
287	9.198089	-1.6939619	6
288	8.541702	11.325655	17
289	10.781811	1.196844	29
290	2.977993	12.87493	55
291	8.353912	-5.4984975	30
292	-12.41391	12.491274	41
293	2.2975926	9.300069	20
294	4.84723	11.620586	5
295	9.18187	9.802106	33
296	17.056812	13.395679	5
297	3.8675895	3.0516565	32
298	16.555363	8.304808	29
299	6.236417	-3.041481	61
300	-1.0319463	7.1297154	14
301	25.117937	10.9798765	5
302	3.9201434	3.188108	29
303	-10.913149	2.7543788	37
304	1.7715341	18.613178	16
305	8.094388	-8.33618	18
306	12.331328	-0.19601509	13
307	2.0150836	-5.6735177	27
308	4.9660997	1.6932429	32
309	18.242708	-9.32595	17
310	11.723033	1.3016928	6
311	9.70885	1.1690278	6
312	25.11148	11.521616	5
313	-0.46369982	5.881345	20
314	13.647539	-1.2556423	12
315	2.1315355	7.396497	14
316	-3.2187777	4.0693974	14
317	7.158522	-0.36652032	6
318	1.9151905	7.068278	14
319	5.5659685	-0.33044398	3
320	11.751944	-5.295349	64
321	-2.5612476	5.931504	20
322	8.865096	-4.6120386	30
323	3.4288735	5.5315447	7
324	3.104176	1.2435389	32
325	13.773371	-1.150434	12
326	5.4861307	-4.027097	7
327	-1.003728	4.7526236	14
328	18.168045	-9.417723	17
329	9.745824	5.438866	6
330	14.018229	0.34835377	74
331	-0.9558915	6.524219	7
332	16.244797	-0.8291788	60
333	9.221699	1.1645412	6
334	13.207582	1.1861137	0
335	-0.59677845	5.597195	14
336	-9.315649	5.5847497	66
337	5.5365653	-5.1684513	49
338	-9.424686	5.668687	66
339	15.1773405	5.046584	15
340	7.213877	-2.2936919	29
341	9.0665045	3.7900536	6
342	1.6561624	12.72423	13
343	-15.654239	-1.4238741	9
344	15.101963	1.6642152	0
345	5.207767	13.255116	6
346	9.604481	4.739556	6
347	-3.825323	-1.0341214	4
348	-4.9063077	-16.789297	47
349	-5.0808306	-16.721931	47
350	-5.17899	-16.475718	47
351	-2.2089045	-1.7024074	29
352	1.1949142	12.689515	13
353	-10.067544	17.079407	44
354	4.6294947	1.4606923	1
355	-0.6408947	1.6148245	1
356	-2.0259655	-4.120219	71
357	-12.870577	0.68650585	31
358	-3.0098538	0.39544806	1
359	-2.2828805	-2.9536655	1
360	-1.2859812	1.464839	1
361	-2.3946426	-1.8927912	1
362	-2.0525613	0.5706175	1
363	-12.560158	0.38357264	31
364	-1.9106499	-4.73513	71
365	-12.987851	0.8228043	31
366	-3.1317844	0.35834444	1
367	-3.5172653	0.7877625	1
368	-12.839667	0.67257655	31
369	-7.7920322	-5.395274	4
370	-2.6135097	-0.18591426	1
371	-1.4106022	1.2732494	1
372	5.5846453	1.2957234	1
373	-13.074776	0.8928676	31
374	-3.2115085	0.75214285	1
375	-3.5255375	0.46069542	1
376	1.0553486	-9.384434	19
377	7.3226485	4.237477	29
378	10.734194	3.7767744	3
379	0.44655946	3.4945068	14
380	2.0873203	2.3913143	12
381	24.887354	10.62027	5
382	6.0415006	-2.0872946	61
383	3.8771307	-5.738367	7
384	1.4321669	-9.630752	19
385	0.6886655	-16.327446	47
386	9.308758	-0.02570114	6
387	-7.98831	-10.743006	11
388	-8.784883	-9.961397	11
389	-8.204455	-10.524758	11
390	-8.494028	-10.255725	11
391	-0.25770697	-1.7285582	32
392	25.235798	11.122851	5
393	-5.677475	-6.6652417	4
394	-3.5035863	-0.93254447	4
395	9.672749	0.86246246	3
396	-3.2860944	4.177921	14
397	-5.332111	-3.9611056	48
398	-1.2640867	-3.0361462	70
399	-1.0608735	8.329051	20
400	11.765009	-9.568988	41
401	10.529636	4.0546207	3
402	-14.194947	-3.4856918	6
403	8.167931	3.9513118	6
404	7.2003236	5.782719	26
405	-5.1719084	13.4538355	25
406	8.732667	4.4803123	6
407	11.461629	0.97292566	2
408	-1.3022661	17.02615	65
409	10.521637	15.80658	63
410	15.331781	1.6272079	0
411	1.4770017	-9.487026	19
412	9.22443	9.860424	33
413	6.322645	-6.1149335	7
414	6.304457	5.294236	33
415	4.098337	1.7205155	29
416	3.9000337	-6.056112	7
417	3.7098794	0.114795096	29
418	3.0187688	-2.2201214	62
419	-2.033725	5.7977486	14
420	-1.815045	-3.5977979	70
421	8.206813	8.82825	33
422	3.1160002	4.1742673	29
423	6.1814523	-7.220224	7
424	11.579821	-10.241984	41
425	-10.158227	-5.2506557	32
426	7.057625	-1.2910186	6
427	24.471254	11.206224	5
428	9.616948	0.51748157	2
429	10.916348	-0.2658282	6
430	3.2285333	6.479071	13
431	1.3487825	14.806859	49
432	9.269315	6.2546024	24
433	-3.0362995	8.968064	2
434	11.716381	2.849713	6
435	4.991161	1.3625045	32
436	-7.9089265	16.265003	36
437	-7.109368	15.556481	36
438	-7.704776	15.969484	36
439	-5.289107	11.28739	34
440	11.283779	2.1168516	6
441	-7.395746	15.704667	36
442	-5.523316	12.967204	25
443	-7.313794	15.51834	36
444	-7.3376513	15.853699	36
445	4.9400496	7.686444	43
446	4.4253016	11.854242	5
447	6.962045	4.0380898	33
448	0.5715528	15.689289	49
449	-9.990876	-1.810166	39
450	0.34631774	15.498603	49
451	1.8092287	14.834106	6
452	-3.3428514	-0.81506103	4
453	9.101953	1.2282838	3
454	10.479324	4.2271986	3
455	11.64548	1.3534784	6
456	8.031626	11.034374	17
457	-9.246	5.530972	66
458	-9.004974	5.358397	66
459	-9.111686	5.371338	66
460	10.049508	-4.5556335	64
461	-9.155786	5.552931	66
462	9.477695	0.9675896	3
463	9.531682	1.5387542	6
464	3.4245958	-3.0462358	62
465	-0.84700745	-2.839375	70
466	8.395102	0.27659434	6
467	6.2584133	6.1033545	33
468	9.465817	3.4664686	24
469	10.508959	-0.93885326	6
470	-16.726585	2.8876991	10
471	8.394426	-0.48648566	6
472	10.773859	1.7293947	23
473	13.821187	-1.6080147	12
474	10.772853	1.082857	6
475	3.8151326	11.504458	5
476	10.52692	2.5319664	1
477	7.108061	7.720068	33
478	-15.659147	-1.3981806	9
479	14.490197	-0.12776257	74
480	-2.2385283	20.078909	57
481	-3.7676387	9.101696	2
482	-7.342952	-0.95294803	42
483	-2.9803367	9.392259	2
484	-3.1397996	9.430578	2
485	-0.72856885	1.4733177	23
486	2.4659638	-4.9614425	27
487	19.070757	6.1483636	30
488	5.9293933	1.0415964	6
489	3.1299284	0.31241518	23
490	-10.709673	-7.731613	59
491	7.4348607	3.7513478	23
492	1.9474722	3.0485961	2
493	11.815127	1.4392791	6
494	1.5206515	8.972078	20
495	7.016908	-2.6029336	6
496	6.078049	1.0826949	1
497	4.3708253	5.265943	23
498	16.388931	0.24595414	0
499	5.8957214	2.5827994	29
500	4.7274213	1.7039088	29
501	24.708937	10.522877	5
502	3.339113	-2.0450482	62
503	-9.586492	9.486635	38
504	7.960876	3.479944	6
505	2.1233482	6.614989	14
506	6.515061	4.892151	33
507	-5.7571216	-6.394926	4
508	-3.2906406	-3.9320884	60
509	12.1998625	4.752883	0
510	0.33514485	6.4805517	14
511	16.90144	12.590252	5
512	6.1304827	-3.3607442	61
513	4.274877	-0.121793255	29
514	11.38492	1.4050999	6
515	7.707824	3.6104367	22
516	13.10415	3.322181	15
517	12.995845	2.9188871	15
518	-7.0231166	2.4027276	73
519	12.627349	2.4341033	73
520	12.428328	3.9950852	15
521	12.63435	4.664284	15
522	11.263854	5.89718	53
523	-6.566282	-5.799861	4
524	-0.13935521	-1.111471	32
525	15.42618	-0.058864947	0
526	6.2177186	12.026994	5
527	4.5814786	5.834533	23
528	13.869748	6.998252	13
529	4.7515717	3.5356324	32
530	5.849177	1.4168593	29
531	0.9582577	6.468654	14
532	4.543383	-3.9252112	7
533	8.848087	9.493855	33
534	10.007464	8.151812	33
535	-1.5473901	-10.05137	69
536	-1.4322566	0.5317419	23
537	2.46528	-8.80868	19
538	-9.467897	9.712694	38
539	-9.571075	9.41371	38
540	1.5980333	8.718997	20
541	12.998397	0.4185542	6
542	3.3775823	3.7058308	32
543	8.321906	8.137281	33
544	8.534477	5.12949	22
545	3.234985	-7.9983354	19
546	6.039158	-2.793175	61
547	-2.5494428	2.8394666	23
548	12.643902	0.64216375	6
549	12.112996	0.9341476	6
550	0.97574383	5.540744	14
551	-0.14091483	-1.0732067	32
552	1.0540715	-9.067761	19
553	7.063289	7.476555	33
554	2.9124207	4.492091	29
555	-2.2771904	15.301528	72
556	25.098078	11.226609	5
557	1.6508867	-9.501391	19
558	-2.9196742	3.982695	14
559	6.537185	7.0807896	33
560	6.0532255	4.91755	23
561	7.7882895	-0.690583	6
562	11.208864	-4.7056136	64
563	13.032894	7.246718	8
564	3.1578112	9.417861	20
565	8.7599535	-3.0300379	6
566	11.750193	11.357642	28
567	1.7483627	7.360658	14
568	2.3504221	7.69929	14
569	6.092525	11.903173	5
570	2.748135	7.0916104	14
571	1.9384941	6.8416066	14
572	2.1069539	-5.9253654	27
573	10.784809	13.734342	17
574	18.674189	-9.867777	17
575	5.5606527	3.7695055	23
576	0.8869298	-0.32695284	12
577	19.011324	6.437176	30
578	5.3272023	9.948925	17
579	-15.474888	-1.1789386	9
580	12.371248	1.5806797	6
581	5.078716	-2.3940773	62
582	0.5393587	2.649801	29
583	4.1932125	1.7677705	32
584	11.823149	1.5723674	1
585	13.337626	2.278061	6
586	7.6125903	-1.1852745	6
587	-3.5458174	17.194466	45
588	11.707188	2.2295535	6
589	-5.4357524	-7.4003882	67
590	18.309666	-9.766091	17
591	9.464826	-3.9120202	6
592	11.681209	-0.011528964	13
593	10.200994	2.1796198	6
594	10.897088	-1.9090478	6
595	5.6051927	-4.8257594	49
596	17.27265	13.008992	5
597	10.207082	4.1330366	3
598	6.440512	-0.5330458	29
599	7.6480474	1.962631	3
600	5.114195	3.295019	6
601	5.276364	2.6586287	6
602	0.8511782	10.620082	20
603	3.5015445	3.3061132	32
604	11.656881	-2.021887	6
605	4.2213564	-1.2780479	29
606	5.247119	3.7609203	6
607	13.125342	2.4214373	24
608	-5.797304	-6.3296366	4
609	11.718106	12.122453	28
610	6.136213	-2.8139646	61
611	9.4580765	-7.724567	18
612	4.480235	-4.437069	7
613	5.4756513	-7.4472885	7
614	25.064785	11.036284	5
615	0.49889562	8.400462	20
616	7.3291354	-0.6547884	29
617	6.640819	2.585762	23
618	6.506926	-0.63343674	3
619	6.2735915	-0.6349384	3
620	6.596702	-1.0279326	3
621	10.362776	-4.074281	64
622	7.1416802	0.7805435	29
623	7.5809336	2.962386	23
624	11.08317	7.110965	6
625	7.7624617	2.4096248	23
626	-5.145148	-8.406106	67
627	7.046773	0.07519808	23
628	-10.058436	-1.7269033	39
629	7.9186077	-0.6144247	6
630	7.5939455	0.559323	6
631	8.003046	-0.1703327	6
632	11.929764	1.5971026	13
633	-4.4991055	-16.850744	47
634	24.655453	10.566695	5
635	10.170755	0.34864417	3
636	4.6331377	-0.9919689	3
637	0.25730306	6.7992773	14
638	9.123347	9.734287	33
639	10.276143	-4.6297946	64
640	-5.6189914	11.093577	34
641	11.6138	9.70398	23
642	11.694344	10.327348	28
643	6.45973	-0.020675557	3
644	-7.6032224	16.21949	36
645	9.986723	-1.9810127	6
646	10.08976	-2.4378383	6
647	11.098501	0.93577385	2
648	5.172001	6.280212	23
649	-4.7045665	-17.005035	47
650	-4.8973575	-16.46169	47
651	-4.4802213	-17.305935	47
652	25.257887	11.228936	5
653	7.713783	1.9900717	3
654	3.874506	5.328389	14
655	8.615157	-8.160633	18
656	4.5812845	-3.8469949	7
657	8.897149	4.0958304	6
658	-6.7487273	-2.8865316	0
659	-5.512289	-8.879066	67
660	4.3131585	6.907523	6
661	11.723223	0.94142795	13
662	-6.9612575	13.854145	11
663	0.796707	-0.3758702	12
664	5.2596984	-7.94677	7
665	1.8506775	2.2553186	12
666	-4.0363173	13.830786	36
667	3.878747	0.633961	29
668	2.77945	0.55633354	29
669	9.287943	1.690247	6
670	9.439155	-3.5111492	6
671	8.380696	-8.699875	18
672	16.643368	13.417932	5
673	-5.0678997	-3.8981824	48
674	6.5360036	2.7368689	3
675	8.325768	13.497081	22
676	8.51622	13.606972	22
677	-14.311574	-3.5917046	3
678	8.50633	13.654276	22
679	8.258532	13.959727	22
680	-14.382909	-3.674474	3
681	-14.448496	-3.739161	3
682	-10.076797	-5.109958	32
683	7.9620256	14.569137	22
684	10.720285	4.350968	3
685	-14.073617	-3.3599365	3
686	8.358348	13.728996	22
687	-14.712338	-4.0037394	3
688	-10.21316	-5.321175	32
689	5.8704233	2.2096918	32
690	2.9294899	1.8579147	29
691	4.282281	2.9559526	32
692	6.52996	1.8017683	23
693	0.585945	-5.1324162	27
694	4.695969	4.8370924	14
695	1.2141106	9.28806	20
696	7.8041883	7.075658	33
697	2.0896113	8.987593	20
698	4.9889417	-0.11425133	29
699	10.408341	1.6854216	6
700	2.2761679	-3.8523884	62
701	7.0205297	1.3096331	23
702	2.9176764	-3.5616343	62
703	-9.966038	-5.082354	32
704	-10.566445	2.3726742	37
705	3.0222542	5.5871162	14
706	10.0695505	1.523468	3
707	-5.241352	-8.951576	67
708	3.541555	3.1675076	32
709	22.584957	3.1193497	20
710	-7.439563	16.31601	36
711	6.4968815	5.4570994	26
712	4.507704	-1.7263871	7
713	4.4021316	0.15410845	29
714	5.3995304	1.6011274	29
715	10.4441	5.5374155	6
716	-1.2994483	4.3039494	14
717	3.6234608	-3.0135376	62
718	11.29362	5.947968	8
719	5.6209946	1.8656797	6
720	6.0552263	-3.2743526	61
721	5.7404413	9.961944	17
722	5.5342617	-7.0475984	7
723	4.4988737	-3.0123184	7
724	6.4516387	5.148779	33
725	6.730436	3.1818802	22
726	8.623076	-2.2381115	6
727	0.72841406	-1.1100113	32
728	8.503837	-2.42228	6
729	13.618341	-0.05054268	68
730	10.952188	-0.6889818	58
731	-5.418816	11.552883	34
732	-6.0740533	-6.1600356	4
733	-5.310883	-8.061659	67
734	-5.1688333	-8.312814	67
735	-5.6242876	-8.967927	67
736	-4.8790393	-9.009962	67
737	-5.295751	-8.713167	67
738	-5.496356	-8.660425	67
739	-3.8164508	-1.1086148	4
740	1.3798751	-9.091165	19
741	11.708792	5.5943017	53
742	3.649943	3.0406773	32
743	7.3023725	-0.4180168	6
744	11.573551	-2.5617256	52
745	8.003351	4.7384663	6
746	9.44357	2.9265666	24
747	9.730952	4.804272	29
748	3.283194	1.1911055	32
749	0.42008355	7.285425	14
750	8.959415	11.509146	17
751	4.229996	7.92605	56
752	-12.132107	-3.3941069	1
753	-8.542669	-10.212261	11
754	9.8878765	-5.0180235	64
755	-10.660567	2.4544246	37
756	8.90093	11.40907	17
757	-1.6357265	7.589808	14
758	-1.2254314	7.6817913	14
759	25.26328	11.195719	5
760	6.556981	8.193146	33
761	1.7513427	6.1048145	14
762	11.365973	1.7066623	6
763	24.736813	10.780778	5
764	25.38848	11.081929	5
765	0.32456118	1.8401021	29
766	8.400057	9.032259	17
767	24.723793	10.712841	5
768	7.0004797	3.332365	6
769	11.616503	-6.048557	64
770	10.535571	0.64595187	6
771	4.711498	-1.2926699	62
772	9.154619	-1.5549258	6
773	8.304823	11.282717	17
774	10.639677	6.0916777	6
775	22.404654	2.9418898	20
776	7.2119336	10.314003	17
777	8.108564	5.822129	26
778	7.701122	6.038318	26
779	7.7015123	5.7875466	26
780	7.6302075	-1.1250633	6
781	6.092826	4.416954	23
782	-4.61364	13.748012	25
783	-5.494738	13.635123	25
784	2.8403435	7.2282705	14
785	-2.354318	15.105577	72
786	9.300108	2.6785252	24
787	7.564816	-4.829914	30
788	-2.2196198	19.97038	57
789	0.40433142	-5.3294	27
790	0.84452844	7.832357	20
791	3.1141994	7.57011	20
792	1.9123924	-8.98697	19
793	6.6645484	1.3134991	29
794	11.077561	-11.068275	41
795	-12.382175	12.462638	41
796	-5.062917	-16.508636	47
797	15.342874	13.031941	5
798	9.0265255	8.081605	33
799	-7.033287	1.8650008	73
800	-1.9184388	19.802069	31
801	1.8960727	18.503479	16
802	0.8900779	4.930215	29
803	5.15188	7.647447	43
804	2.909287	14.355851	6
805	6.2469482	9.885437	17
806	11.735172	-2.4058158	6
807	-1.2675146	6.6624656	14
808	8.07982	8.184638	33
809	5.635345	0.022926759	29
810	-0.4304751	7.933274	14
811	3.0928204	8.64806	20
812	7.599436	1.3310354	2
813	8.397811	0.6642043	6
814	12.841782	-2.794941	35
815	1.4509511	12.090145	13
816	-0.28452215	13.722945	13
817	-2.4622164	2.611657	23
818	3.0991745	0.80558336	29
819	12.281057	3.8728468	15
820	6.785133	4.7845345	23
821	5.9776597	-0.96917707	62
822	18.393238	-9.652226	17
823	7.711364	-5.267561	30
824	11.560264	3.589838	3
825	10.24725	2.1295915	3
826	7.56849	-5.3291893	30
827	6.651427	-2.789977	61
828	0.48959944	15.49868	49
829	1.658784	14.88779	49
830	7.823233	7.4311514	33
831	2.813052	-2.5558105	62
832	5.8059454	19.947016	16
833	0.6566526	2.8587978	14
834	13.483774	-1.0088143	12
835	7.00953	-0.9123539	6
836	14.024667	4.149328	15
837	-10.161336	9.862459	38
838	-5.6088266	-8.978136	67
839	1.0520099	-3.1486173	62
840	-7.053749	6.456951	6
841	14.931191	0.7355738	0
842	6.3455825	-6.36759	7
843	10.734931	-1.7544386	6
844	3.7276711	2.2478948	32
845	9.600834	2.213093	6
846	10.062536	-3.0925486	6
847	7.6923695	10.727401	17
848	-10.974877	2.766776	37
849	0.016276816	4.370635	14
850	2.8525693	7.35779	20
851	7.928649	-0.1459513	6
852	12.829478	5.237732	15
853	1.0543649	3.4726825	14
854	6.9564404	0.72051495	6
855	24.678555	10.827414	5
856	11.6762085	2.6269207	6
857	-0.16889109	13.557221	13
858	-3.3046632	10.558105	54
859	-2.049095	11.459963	54
860	10.267951	-3.4691436	64
861	3.2563622	2.052748	23
862	14.3575535	6.6799912	13
863	14.221416	6.907057	13
864	0.30768213	-15.94601	47
865	16.971785	12.9256315	5
866	0.89817876	-0.23267962	32
867	0.6034261	15.212623	49
868	-9.836747	-1.9623674	39
869	6.184743	-1.6970408	6
870	0.34391874	5.7523336	14
871	7.8843565	5.283578	6
872	2.7168572	9.017043	20
873	3.1796145	4.05243	29
874	6.4690366	2.652185	0
875	-6.952395	6.3209043	6
876	2.7988563	2.9602787	32
877	4.0475016	13.666284	9
878	4.6382246	0.4373285	6
879	9.942125	1.2769252	30
880	7.7672887	0.85242164	6
881	7.5539327	2.0482109	3
882	7.756454	-3.0037932	30
883	8.580269	13.980536	22
884	8.283426	14.300344	22
885	6.123353	20.26976	16
886	9.327514	9.416664	33
887	10.415067	2.4580681	3
888	5.646971	-7.3838696	7
889	-11.181554	3.0912845	37
890	-11.066966	-8.078712	59
891	5.9323964	0.491034	29
892	5.893564	-7.4391947	7
893	-10.283462	-1.490146	39
894	-16.437317	2.841386	10
895	-0.08201905	0.57099056	10
896	12.59665	2.6244287	6
897	-1.2916037	-3.1862535	70
898	9.786747	-2.2692628	6
899	4.753123	-3.495016	7
900	13.780539	-0.011267386	68
